NOM_COLLECTIVITE,ID_COLLECTIVITE,DELIB_DATE,DELIB_NUM,DELIB_OBJET,DELIB_URL,DIRECTION_EMETTRICE,DELEGATION_EMETTRICE
Marseille,21130055300016,2018-12-20,18/1022/DDCV,SERVICE BOTANIQUE GRAND BORELY - DELEGATION GENERALE EDUCATION CULTURE ET SOLIDARITE - DIRECTION DE L'ACTION CULTURELLE - SERVICE DES MUSEES - Contrôle d'accès du Jardin Botanique - Projet de billetterie - Approbation de l'affectation de l'autorisation de programme.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PKS.pdf,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1021/DDCV,SERVICE ARBORICULTURE ET PRODUCTIONS HORTICOLES - Rénovation des installations techniques de la pépinière de la Fresnaie - Approbation de l'affectation de l'autorisation de programme.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PD5.pdf,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1020/DDCV,SERVICE ESPACES VERTS - Requalification du parc de Corbière - 16ème arrondissement - Approbation de l'opération et de l'affectation de l'autorisation de programme - Financement.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PC5.pdf,DIRECTION DES PARCS ET JARDINS,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1019/DDCV,SERVICE NATURE EN VILLE ECOCITOYENNETE - Convention de délégation de service public n°12/1444 pour la gestion et l'animation du relais-nature de la Moline - 12ème arrondissement - Approbation de l'avenant n°3 relatif à des ajustements tarifaires.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PJU.pdf,DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1018/DDCV,SERVICE NATURE EN VILLE ECOCITOYENNETE - Concession de service public pour le gestion et l'animation du relais-nature la Moline - 12ème arrondissement - Approbation du renouvellement de la délégation.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PKB.pdf,DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1017/DDCV,DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE - SERVICE DES ESPACES NATURELS ET DES RISQUES - Approbation du projet de statuts du Syndicat de l'Huveane.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PQR.pdf,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION,
Marseille,21130055300016,2018-12-20,18/1016/DDCV,DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE - SERVICE DES ESPACES NATURELS ET DES RISQUES - Retrait de la Ville de Marseille du Syndicat de l'Huveaune.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PQQ.pdf,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION,
Marseille,21130055300016,2018-12-20,18/1015/DDCV,Politique de la Mer et du Littoral - Désignation des représentants de la Ville de Marseille au sein du Conseil d'Administration du Parc National des Calanques.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PPM.pdf,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300016,2018-12-20,18/1014/DDCV,"Plan GENLIT - Gestion des espaces naturels de la zone Natura 2000 des Iles du Frioul - Approbation de l'avenant n°1 de la convention de partenariat 2018-2020 entre la Ville de Marseille, le Parc National des Calanques et le Conservatoire du Littoral.",http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PNN.pdf,DIRECTION DE LA MER,DIRECTION GENERALE ADJOINTE MER CULTURE ET SPORTS
Marseille,21130055300016,2018-12-20,18/1013/DDCV,"SERVICE DE LA PROTECTION ET GESTION DES RISQUES - Approbation du lancement d'une consultation portant sur la fourniture de rations auto-chauffantes, rations froides et petite épicerie.",http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PQ6.pdf,DIRECTION DE LA SANTE DE LA SOLIDARITE ET DE L'INCLUSION,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055300016,2018-12-20,18/1012/EFAG,Prise en charge des frais d'obsèques pour les victimes de l'effondrement des bâtiments de la rue d'Aubagne à Marseille.,http://webdelib.e-mrs.fr/webdelib/documents/2018_12_20_08_30/pdf/D0PPL.pdf,DIRECTION DES OPERATIONS FUNERAIRES,
